Q106605756	Öjendorfer_Damm
Q106605930	Sieker_Landstraße_(Hamburg)
Q114809297	Siemersplatz
Q628586	Sierichstraße
Q100427343	Sierichstraße_53
Q27989808	Sievekingdamm
Q106605932	Sievekingplatz
Q27976665	Sievekingsallee
Q76307124	Sievers-Brunnen
Q2284605	Sievertsche_Tongrube
Q106605933	Sillemstraße
Q108566840	Simeon-Kirche_(Hamburg-Bramfeld)
Q108566841	Simon-Petrus-Kirche_(Hamburg-Poppenbüttel)
Q106605934	Simon-von-Utrecht-Straße
Q114809298	Singapurweg
Q114809300	Sinstorfer_Kirchweg
Q108311059	Sinstorfer_Kirchweg_2
Q106605935	Sinstorfer_Weg
Q79791281	Sitzende_(Barbara_Haeger)
Q29573096	Skagerrakbrücke_(Hamburg)
Q11949949	Skagerrakkanal
Q111024315	Skulptur_(Werner)_SC_Poppenbüttel_Hamburg-Poppenbüttel
Q109329355	Skulptur_vor_dem_Danske_Hus_in_Hamburg-Altstadt
Q113231914	Skulpturengruppen_(Schwenckestraße_98-100)
Q2294396	Slomanhaus_(Hamburg)
Q106605936	Solferinostraße
Q78521006	Sonnenhöhe_(Hamburg)
Q106605937	Sonnenweg_(Hamburg)
Q18005132	Sonninkanal
Q2302679	Sophie-Barat-Schule
Q18336186	Sophienterrasse
Q111264405	Sophienterrasse_1a
Q114809303	Sorbenstraße_(Hamburg)
Q15128885	Sowjetische_Kriegsgräberstätte_Hamburg-Bergedorf
Q106605938	Spadenteich
Q106605940	Spaldingstraße_(Hamburg)
Q106605941	Speckenreye
Q114809304	Speckstraße_(Hamburg)
Q15848128	Speersort
Q16831759	Speersort_12-14
Q26217273	Speicherstadtrathaus
Q15129004	Spiegel-Haus_(HafenCity)
Q28066612	Spiegel-Kantine
Q2310135	Spielbudenplatz
Q15848187	Spitalerstraße
Q110944071	Sporthalle_Hermann-Ruge-Weg
Q106605942	Sportplatzring_(Hamburg)
Q51846171	Spreehafen
Q106605943	Springeltwiete
Q2801439	Sprinkenhof
Q91241367	Spritzenplatz_(Hamburg)
Q99690387	Störtebeker-Haus
Q106605978	Störtebekerufer
Q106605991	Stübenhofer_Weg
Q114809333	Stübenplatz
Q108566842	St._Agnes_(Hamburg-Tonndorf)
Q105516171	St._Annen_(Hamburg-Langenhorn)
Q110774946	St._Annenfleet
Q106605944	St._Annenplatz_(Hamburg)
Q106605945	St._Annenufer_(Hamburg)
Q28171313	St._Anschar_(Hamburg-Eppendorf)
Q1746647	St._Ansgar_(Hamburg-Neustadt)
Q108566844	St._Ansgar_(Karl_Heinz_Engelin),_Hamburg-Langenhorn
Q108566848	St._Antonius-Kirche_(Hamburg-Winterhude)
Q106605946	St._Benedictstraße
Q78491795	St._Bernard_(Hamburg-Poppenbüttel)
Q2801514	St._Bonifatius_(Hamburg-Wilhelmsburg)
Q108566849	St._Bonifatiuskirche_(Hamburg-Barmbek-Nord)
Q2317633	St._Bonifatius-Kirche_(Hamburg-Eimsbüttel)
Q108566801	St._Bruder_Konrad_(Hamburg-Lurup)
Q108566851	St._Demetrius-Kirche_(Hamburg-Fischbek)
Q108566856	St._Franz-Joseph-Kirche_(Hamburg)
Q108566857	St._Gabriel_(Hamburg-Volksdorf)
Q108566860	St._Gabrielskirche_(Hamburg-Barmbek-Nord)
Q106605947	St._Georgs_Kirchhof
Q114809306	St._Georgstraße_(Hamburg)
Q1547632	St._Gertrud-Kirche_(Hamburg-Altenwerder)
Q106605948	St._Jürgens_Holz
Q564532	St._Jacobi_(Hamburg)
Q2043377	St._Johannis_(Curslack)
Q11722102	St._Johannis_(Hamburg-Eppendorf)
Q108566863	St._Johannis_(Hamburg-Steilshoop)
Q879271	St._Johannis-Kirche_(Hamburg-Harvestehude)
Q1381959	St._Joseph_(Hamburg-Wandsbek)
Q616790	St._Katharinen_(Hamburg)
Q1422348	St._Lukaskirche_(Hamburg-Fuhlsbüttel)
Q108566868	St._Maria_(Hamburg-Harburg)
Q108566864	St._Maria-_und_St._Shmuni-Kirche_(Hamburg-Sinstorf)
Q108566865	St._Marien_(Hamburg-Bergedorf)
Q799877	St._Marien_(Hamburg-Ohlsdorf)
Q108566867	St._Marien_(Hamburg-Ottensen)
Q2321011	St._Markus_(Hamburg-Hoheluft)
Q55743883	St._Martinus_(Hamburg-Eppendorf)
Q16218469	St._Maximilian_Kolbe_(Hamburg-Wilhelmsburg)
Q19964010	St._Michael_(Hamburg-Bergedorf)
Q108566869	St._Michael-Kirche_(Hamburg-Sülldorf)
Q108566870	St._Michaelskapelle_(Hamburg-Volksdorf)
Q1455043	St._Nicolai_(Hamburg-Altengamme)
Q425622	St._Nikolai_(Hamburg)
Q1422053	St._Nikolai_(Hamburg-Harvestehude)
Q104247467	St._Olaf_(Hamburg-Horn)
Q1481182	St._Pankratius,_Neuenfelde
Q1259001	St._Pankratius_(Ochsenwerder)
Q458970	St._Pauli-Landungsbrücken
Q108566871	St._Paulus_Augustinus_(Hamburg-Groß_Flottbek)
Q1607806	St._Peter_(Hamburg-Groß_Borstel)
Q1531643	St._Petri_(Altona)
Q1742725	St._Petri_und_St_Pauli,_Hamburg-Bergedorf
Q108566873	St._Petrus_(Hamburg-Heimfeld)
Q1377140	St._Prokop-Kirche_(Hamburg-Stellingen)
Q108566874	St._Simeonkirche_(Hamburg-Osdorf)
Q1679407	St._Sophienkirche_(Hamburg-Barmbek-Süd)
Q2801591	St._Stephan_(Hamburg-Wandsbek)
Q108566875	St._Theresien_(Hamburg-Altona)
Q1342586	St._Thomas_a_Becket_Church_(Hamburg)
Q109406407	St._Thomas_Morus_(Hamburg-Stellingen)
Q108566846	St.-Ansgar-Kirche_(Hamburg-Niendorf)
Q108566850	St.-Christophorus-Kirche_(Hamburg-Lohbrügge)
Q1425902	St.-Erichskirche_(Hamburg-Rothenburgsort)
Q108566855	St.-Franziskus-Kirche_(Hamburg-Barmbek-Nord)
Q108566859	St.-Gabriel-Kirche_(Hamburg-Eidelstedt)
Q874288	St.-Gertrud-Kirche_(Hamburg-Uhlenhorst)
Q108566861	St.-Jakobus-Kirche_(Hamburg-Lurup)
Q108566862	St.-Johannes-Kapelle_(Hamburg-Rothenburgsort)
Q1452652	St.-Johannis-Kirche_(Altona)
Q2319467	St.-Johanniskirche_(Hamburg-Harburg)
Q1467541	St.-Josephs-Kirche_(St._Pauli)
Q2316651	St.-Pauli-Kirche_(Hamburg-St._Pauli)
Q317892	St.-Pauli-Theater
Q106421197	Staatliche_Fachschule_für_Sozialpädagogik_-_Anna-Warburg-Schule
Q106861487	Staatliche_Fachschule_für_Sozialpädagogik_Altona
Q96176846	Staatliche_Jugendmusikschule_Hamburg
Q2324644	Staats-_und_Universitätsbibliothek_Hamburg
Q1487017	Staatsarchiv_Hamburg
Q106605949	Stader_Straße_(Hamburg)
Q1627588	Stadion_Hoheluft
Q114809307	Stadionstraße_(Hamburg)
Q76175386	Stadtbahnstraße
Q107997406	Stadtbahnstraße_8
Q106605950	Stadtdeich_(Hamburg)
Q29048962	Stadthallenbrücke
Q2327283	Stadthaus_(Hamburg)
Q24547996	Stadthausbrücke
Q106605951	Stadthausbrücke_(street)
Q19309458	Stadtlagerhaus
Q1388709	Stadtparksee
Q72820633	Stadtparkturm_(Hamburg)
Q2326366	StadtRAD_Hamburg
Q76633488	Stadtteilarchiv_Ottensen
Q98438112	Stadtteilschule_Öjendorf
Q90788470	Stadtteilschule_Altona
Q106165034	Stadtteilschule_Altrahlstedt
Q1791214	Stadtteilschule_am_Hafen
Q28949662	Stadtteilschule_am_Heidberg
Q1743806	Stadtteilschule_Bahrenfeld
Q105111752	Stadtteilschule_Bergedorf
Q106646678	Stadtteilschule_Bergstedt
Q95996025	Stadtteilschule_Blankenese
Q108106088	Stadtteilschule_Bramfeld
Q96193572	Stadtteilschule_Eidelstedt
Q2328167	Stadtteilschule_Eppendorf
Q94696233	Stadtteilschule_Finkenwerder
Q105942637	Stadtteilschule_Flottbek
Q96195843	Stadtteilschule_Hamburg-Mitte
Q83848089	Stadtteilschule_Helmuth_Hübener
Q94574029	Stadtteilschule_Horn
Q102280198	Stadtteilschule_Kirchwerder
Q65783018	Stadtteilschule_Lohbrügge
Q96745837	Stadtteilschule_Lurup
Q65920862	Stadtteilschule_Mümmelmannsberg
Q74013574	Stadtteilschule_Niendorf
Q65966865	Stadtteilschule_Oldenfelde
Q17592554	Stadtteilschule_Poppenbüttel
Q66133391	Stadtteilschule_Rissen
Q109314001	Stadtteilschule_Süderelbe
Q91444721	Stadtteilschule_Stübenhofer_Weg
Q70214017	Stadtteilschule_St._Georg
Q2328170	Stadtteilschule_Stellingen
Q105712546	Stadtteilschule_Walddörfer
Q91915288	Stadtteilschule_Wilhelmsburg
Q2328173	Stadtteilschule_Winterhude
Q106605952	Stahltwiete
Q106605954	Stammannstraße_(Hamburg)
Q1971333	Stapelfelder_Moor
Q114809309	Stapelfelder_Straße_(Hamburg)
Q110779079	Stapelfelder_Straße_7
Q106605955	Starstraße_(Hamburg)
Q61637685	Statue_Heidi_Kabel
Q89417371	Statue_of_Adolphus_III,_Count_of_Schauenburg_and_Holstein_(Engelbert_Peiffer_in_Hamburg)
Q11950341	Steendiekkanal
Q114809327	Steiler_Weg_(Hamburg)
Q114809328	Steilshooper_Allee
Q106605956	Steilshooper_Straße
Q106605957	Steinadlerweg_(Hamburg)
Q2340315	Steindamm
Q1272996	Steinfurths_Diek
Q114809331	Stein-Hardenberg-Straße_(Hamburg)
Q106605958	Steinhauerdamm
Q106605959	Steinikestraße_(Hamburg)
Q106605960	Steinschanze_(Hamburg)
Q2341677	Steinstraße_(Hamburg)
Q1800902	Steintor_(Hamburg)
Q106605962	Steintordamm
Q106605963	Steintorplatz
Q106605964	Steintorwall_(Hamburg)
Q106605965	Steintorweg
Q106605966	Steinwegpassage_(Hamburg)
Q18008258	Steinwerder_Kanal
Q110667594	Stele_(Hans-Joachim_Frielinghaus)_Von-Melle-Park_Hamburg-Rotherbaum
Q19309524	Stellahaus
Q11950347	Stellau_(stream)
Q108566854	Stellinger_Kirche
Q1632531	Stellmoorer_Tunneltal
Q106605967	Stengelestraße_(Hamburg)
Q106605968	Stenvort
Q1724036	Stephansplatz_(Hamburg)
Q106605969	Stephanstraße_(Hamburg)
Q2345735	Sternbrücke_(Hamburg)
Q106605970	Sternschanze_(street_in_Hamburg)
Q2345940	Sternschanzenpark
Q65245456	Sternstraße_(Hamburg)
Q681942	Sternwarte_Bergedorf
Q106605971	Stieglitzstraße_(Hamburg)
Q106605972	Stiftstraße_(Hamburg)
Q102163472	Stiftstraße_69_(Hamburg)
Q2350257	Stintfang_(Hamburg)
Q106605973	Stockflethweg
Q106605974	Stockmeyerstraße_(Hamburg)
Q106605975	Stoeckhardtstraße_(Hamburg)
Q96481383	Stolperstein_Johannes_Prassek_in_Hamburg-Volksdorf
Q106605976	Stormarner_Straße
Q106605977	Stormarnplatz
Q106605982	Straßburger_Platz_(Hamburg)
Q106605983	Straßburger_Straße_(Hamburg)
Q106605984	Straßenbahnring
Q1490256	Straßenbahntunnel_Veddel
Q1429221	Strafjustizgebäude_(Hamburg)
Q106605979	Stralsunder_Straße_(Hamburg)
Q106605980	Strandtreppe_(Blankenese)
Q106605981	Strandweg_(Hamburg)
Q34379126	Streit's_Haus
Q106605985	Strengesweg
Q2355925	Stresemannstraße_(Hamburg)
Q106605987	Struckholt
Q67128231	Struensee-Gymnasium
Q106605988	Struenseestraße
Q106605989	Strutzhang
Q106605990	Stubbenhuk
Q111192002	Studentenwohnheim_Billwiese
Q110400925	Studentenwohnheim_Grindelallee
Q110824029	Studentenwohnheim_Rahlstedt
Q2358953	Stuhlmannbrunnen
Q106605994	Suhrsweg
Q11950568	Susebek
Q106605996	Suttnerstraße_(Hamburg)
Q2375432	Synagogue_Hohe_Weide_Hamburg
Q106605997	Talstraße_(Hamburg)
Q106605998	Tangstedter_Landstraße
Q106605999	Tannenweg_(Hamburg)
Q1236450	Tansania-Park
Q1285521	Tanzende_Türme
Q105171513	Tanzendes_Vierländer_Paar_(Wilhelm_Rex)
Q106606000	Tarpen
Q317889	Tarpenbek
Q106606001	Tarpenbekstraße_(Hamburg)
Q19309838	Tatenberger_Schleuse
Q113178274	Tauchender_Fisch_(Heisig,_Schwerdtfeger)_Hamburg
Q106606003	Teerhof_(Hamburg)
Q114809336	Tegelweg_(Hamburg)
Q2401758	Telemann-Museum
Q106606005	Telemannstraße_(Hamburg)
Q20754446	Terrassenhäuser_in_der_Hamburger_Josephstraße
Q114809337	Tesdorpfstraße_(Hamburg)
Q106606008	Tessenowweg_(Hamburg)
Q317901	Teufelsbrück
Q19964166	Thörls_Park
Q106606014	Thörlweg_(Hamburg)
Q106606009	Thadenstraße
Q456499	Thalia_Theater_(Hamburg)
Q2408858	Thaliahof
Q2411082	The_English_Theatre_of_Hamburg
Q15850587	Theater_an_der_Elbe
Q26794477	Theater_das_Zimmer
Q835524	Theater_im_Hafen
Q51920	Theater_im_Zimmer_(Hamburg)
Q26794490	Theater_in_der_Speicherstadt
Q106606010	Thedestraße
Q105101676	Thedestraße_101
Q105363380	Thedestraße_101a
Q105164959	Thedestraße_39
Q106606011	Theodor-Fahr-Straße
Q69895611	Theodor-Haubach-Schule_(Hamburg)
Q114809339	Theodor-Heuss-Platz_(Hamburg)
Q114809341	Theodorstraße_(Hamburg)
Q102500128	Theresienstieg
Q106690027	Thielbek
Q106606012	Thielickestieg
Q108566876	Thomaskirche_(Hamburg-Bramfeld)
Q108566877	Thomaskirche_(Hamburg-Hausbruch)
Q11722103	Thomaskirche_Meiendorf_(Hamburg-Rahlstedt)
Q106606013	Thomas-Mann-Straße_(Hamburg)
Q11951817	Tidekanal
Q82687136	Tiefbunker_Berlinertordamm
Q23786547	Tiefbunker_Kennedybrücke
Q11951820	Tiefstackkanal
Q106606015	Tieloh
Q114809342	Tiergartenstraße_(Hamburg)
Q2432764	Tiger_(tugboat,_1910)
Q106606016	Tilsiter_Straße_(Hamburg)
Q106606017	Timmerloh
Q1612616	Timmermoor
Q106606018	Timmstieg
Q108566879	Timotheuskirche_(Hamburg-Horn)
Q106606019	Tondernstraße
Q7769600	Top_Ten_Club
Q106606020	Torfstück
Q106606021	Tornquiststraße
Q114809344	Traberweg_(Hamburg)
Q7831092	Trabrennbahn_Bahrenfeld
Q878324	Trams_in_Hamburg
Q25089228	Transporthaus
Q114809347	Trenknerweg
Q28498635	Treppenviertel
Q114809349	Trettaustraße
Q106606022	Triftstraße_(Hamburg)
Q105510161	Trilluper_Weg_3,_5
Q108566880	Trinitatiskirche_Hohenhorst_(Hamburg-Rahlstedt)
Q18681278	Trinkhalle_im_Hamburger_Stadtpark
Q878166	Trockendock_Elbe_17
Q114809352	Troplowitzstraße
Q2455726	Trostbrücke
Q106606023	Trostbrücke_(street)
Q1524874	TRUDE
Q820800	TSG_Bergedorf
Q1147670	TSV_Sasel
Q106606024	Turmweg_(Hamburg)
Q105336448	Tweeltenbek
Q105336457	Tweeltenbek_(Gewässer)
Q111746891	U-Bahnbrücke_Osterbekkanal
Q209371	U-Bahnhof_Überseequartier
Q2804230	U-Bahnhof_Alsterdorf
Q2465828	U-Bahnhof_Alter_Teichweg
Q811635	U-Bahnhof_Baumwall
Q52690491	U-Bahnhof_Berliner_Tor
Q1751987	U-Bahnhof_Berne
Q2465844	U-Bahnhof_Billstedt
Q2465845	U-Bahnhof_Borgweg
Q15103466	U-Bahnhof_Buchenkamp
Q3646299	U-Bahnhof_Buckhorn
Q2804233	U-Bahnhof_Burgstraße
Q1719687	U-Bahnhof_Christuskirche
Q1233681	U-Bahnhof_Dehnhaide
Q79851966	U-Bahnhof_Elbbrücken
Q2152075	U-Bahnhof_Emilienstraße
Q2465872	U-Bahnhof_Eppendorfer_Baum
Q1584382	U-Bahnhof_Farmsen
Q2465884	U-Bahnhof_Feldstraße
Q15076918	U-Bahnhof_Fuhlsbüttel
Q14540885	U-Bahnhof_Fuhlsbüttel_Nord
Q822899	U-Bahnhof_Gänsemarkt
Q3782339	U-Bahnhof_Habichtstraße
Q209340	U-Bahnhof_HafenCity_Universität
Q2363470	U-Bahnhof_Hagenbecks_Tierpark
Q2465907	U-Bahnhof_Hagendeel
Q617501	U-Bahnhof_Hallerstraße
Q2465909	U-Bahnhof_Hamburger_Straße
Q2465914	U-Bahnhof_Hammer_Kirche
Q3783675	U-Bahnhof_Hauptbahnhof_Nord
Q3783676	U-Bahnhof_Hauptbahnhof_Süd
Q3786232	U-Bahnhof_Hoheluftbrücke
Q42313180	U-Bahnhof_Horner_Geest
Q2465936	U-Bahnhof_Horner_Rennbahn
Q2465932	U-Bahnhof_Hudtwalckerstraße
Q2465945	U-Bahnhof_Joachim-Mähl-Straße
Q30890676	U-Bahnhof_Jungfernstieg
Q2465965	U-Bahnhof_Kellinghusenstraße
Q15103437	U-Bahnhof_Kiwittsmoor
Q15098644	U-Bahnhof_Klein_Borstel
Q617499	U-Bahnhof_Klosterstern
Q1719628	U-Bahnhof_Lübecker_Straße
Q15851861	U-Bahnhof_Langenhorn_Markt
Q15851862	U-Bahnhof_Langenhorn_Nord
Q6591260	U-Bahnhof_Lattenkamp
Q2465975	U-Bahnhof_Legienstraße
Q180052	U-Bahnhof_Lohmühlenstraße
Q2252910	U-Bahnhof_Lutterothstraße
Q827247	U-Bahnhof_Mönckebergstraße
Q2466005	U-Bahnhof_Mümmelmannsberg
Q826773	U-Bahnhof_Meßberg
Q3853997	U-Bahnhof_Meiendorfer_Weg
Q1694188	U-Bahnhof_Merkenstraße
Q275505	U-Bahnhof_Messehallen
Q658720	U-Bahnhof_Mundsburg
Q2363905	U-Bahnhof_Niendorf_Nord
Q2466015	U-Bahnhof_Niendorf-Markt
Q2466023	U-Bahnhof_Ochsenzoll
Q3881293	U-Bahnhof_Ohlstedt
Q18632070	U-Bahnhof_Oldenfelde
Q2151985	U-Bahnhof_Osterstraße
Q875571	U-Bahnhof_Rödingsmarkt
Q831350	U-Bahnhof_Rathaus_(Hamburg)
Q2466044	U-Bahnhof_Rauhes_Haus
Q1650147	U-Bahnhof_Ritterstraße
Q2466059	U-Bahnhof_Saarlandstraße_(Hamburg)
Q2363888	U-Bahnhof_Schippelsweg
Q275746	U-Bahnhof_Schlump
Q2466068	U-Bahnhof_Sengelmannstraße
Q1417831	U-Bahnhof_Sierichstraße
Q826353	U-Bahnhof_St._Pauli
Q2466074	U-Bahnhof_Steinfurther_Allee
Q827583	U-Bahnhof_Steinstraße_(Hamburg)
Q826484	U-Bahnhof_Stephansplatz_(Hamburg)
Q106540816	U-Bahnhof_Sternschanze
Q42321557	U-Bahnhof_Stoltenstraße
Q6590961	U-Bahnhof_Straßburger_Straße
Q3997085	U-Bahnhof_Trabrennbahn
Q617555	U-Bahnhof_Uhlandstraße_(Hamburg)
Q4016141	U-Bahnhof_Volksdorf
Q2466085	U-Bahnhof_Wandsbek_Markt
Q108284931	U-Bahnhof_Wandsbeker_Chaussee
Q1398047	U-Bahnhof_Wandsbek-Gartenstadt
Q2466086	U-Bahnhof_Wartenau
Q248623	U-Bahnlinie_U1_(Hamburg)
Q275451	U-Bahnlinie_U2_(Hamburg)
Q781351	U-Bahnlinie_U3_(Hamburg)
Q209739	U-Bahnlinie_U4_(Hamburg)
Q16321051	U-Bahnlinie_U5_(Hamburg)
Q1417357	U-Boot-Bunker_Finkenwerder
Q106606028	Uckermarkweg
Q106606029	Uferstraße_(Hamburg)
Q106606030	Uhlandstraße_(Hamburg)
Q18632090	Uhlenhorster_Fährhaus
Q18008736	Uhlenhorster_Kanal
Q101001904	Uhrmacherfachschule_(Hamburg-Ottensen)
Q106606031	Ulmenau
Q110768291	Ulmenliet_20
Q106606032	Ulmenstraße_(Hamburg)
Q53141282	Umspannwerk_Hamburg-Süd
Q53224686	Umspannwerk_Neuhof_(Hamburg)
Q111648232	UNA-HAKRA
Q2494414	Unilever-Haus_(Hamburg)
Q316207	Universitätsklinikum_Hamburg-Eppendorf
Q114809353	Unnastraße_(Hamburg)
Q2497432	Unterelbe
Q1318152	Unterfeuer_Wittenbergen
Q2499121	Untersuchungsgefängnis_Holstenglacis
Q106606033	Up_de_Worth_(Hamburg)
Q85626909	Uwe_(ship,_1914,_Brandenburg_an_der_Havel)
Q106606053	Vörn_Barkholt
Q106606034	Valentinskamp
Q106606035	Valparaisostraße
Q106606036	Vasco_da_Gama_Platz
Q114809357	Veddeler_Marktplatz
Q18008791	Veddelkanal
Q66081806	Veddelkanalbrücke
Q25089281	Veloroute_4_(Hamburg)
Q66821215	Veloroute_6_(Hamburg)
Q114809358	Venusberg_(Hamburg)
Q106606037	Vera-Brittain-Ufer_(Hamburg)
Q2513916	Verband_für_Turnen_und_Freizeit_Hamburg
Q113404581	Verbindungsobjekte_(Diether_Heisig,_Hamburg)
Q114809360	Vereinsstraße_(Hamburg)
Q18008807	Veringkanal
Q114809361	Veringstraße_(Hamburg)
Q106606038	Veritaskai
Q15129057	Verlagshaus_Axel_Springer_(Hamburg)
Q62665920	Versöhnungskirche_(Hamburg-Eilbek)
Q2518220	Versmannhaus
Q106606039	Versmannstraße_(Hamburg)
Q20109111	Vielohgraben
Q23454572	Vier_Männer_auf_Bojen_by_Stephan_Balkenhol
Q114809363	Vierbergen_(Hamburg)
Q114809365	Viereck_(Hamburg)
Q1498475	Vierländer_Bahn
Q18632417	Vierländerin-Brunnen
Q885045	Vierlande
Q114809368	Vierlandenstraße_(Hamburg)
Q98590348	Viktoria-Kaserne_(Hamburg)
Q15133960	Villa_de_Freitas
Q23893321	Villa_Kaltehofe
Q96238262	Villa_Süchting
Q106606040	Virchowstraße_(Hamburg)
Q105170728	Virchowstraße_50_(Hamburg)
Q105103286	Virchowstraße_80_(Hamburg)
Q106606041	Vizelinstraße_(Hamburg)
Q106606054	Voßhagen_(Hamburg)
Q106606042	Vogelhüttendeich
Q106606044	Vogelweide_(Hamburg)
Q106606045	Vogesenstraße_(Hamburg)
Q114809371	Vogteistraße_(Hamburg)
Q106606046	Vogteiweg
Q106704959	Vogthof_(Hamburg)
Q114809370	Vogt-Wells-Straße
Q106690029	Volksdorfer_Damm
Q110474042	Volksdorfer_Schulkate
Q1971406	Volksdorfer_Teichwiesen
Q1502427	Volksdorfer_Wald
Q106606047	Volksdorfer_Weg_(Hamburg)
Q108016910	Volkshochschule_Hamburg-Ost
Q105847196	Volkshochschule_Leuschnerstraße
Q26791740	Von_Dratelnscher_Park
Q106606048	Von-Elm-Weg_(Hamburg)
Q106606049	Von-Essen-Straße
Q106606051	Von-Heß-Weg
Q106606050	Von-Hein-Straße
Q106606052	Von-Moltke-Bogen
Q109593398	Vorderdeich_151
Q11955004	Vorhorngraben
Q18632530	Vorsetzen
Q106606119	Wöhlerstraße_(Hamburg)
Q106606124	Wördenmoorweg
Q21036824	Wacholderpark_Fuhlsbüttel
Q106606055	Wacholderweg_(Hamburg)
Q106606056	Wagnerstraße_(Hamburg)
Q106606057	Wagrierweg
Q18632566	Waisenhaus_(Hamburg)
Q106606058	Waitzstraße_(Hamburg)
Q1361180	Walddörfer-Gymnasium
Q106606059	Walddörferstraße
Q1266022	Waldfriedhof_Volksdorf
Q2543080	Wallringtunnel
Q106606060	Wallstraße_(Hamburg)
Q114809372	Walter-Hammer-Weg
Q114809373	Walter-Koch-Weg
Q106606061	Walter-Rothenburg-Weg
Q106606062	Walter-Schmedemann-Straße
Q114809374	Waltershofer_Damm
Q114809375	Waltershofer_Straße
Q15853617	Wandrahm
Q96375991	Wandrahmsfleet
Q107161972	Wandrahmsfleetbrücke
Q65246760	Wandrahmssteg
Q2548180	Wandsbek_Markt
Q15853621	Wandsbek_Quarree
Q106606063	Wandsbeker_Allee
Q106606064	Wandsbeker_Bahnhofstraße
Q98492675	Wandsbeker_Chaussee
Q2548173	Wandsbeker_Gehölz
Q106606065	Wandsbeker_Königstraße
Q1415919	Wandsbeker_Marktstraße
Q106606066	Wandsbeker_Stieg
Q106606067	Wandsbeker_Zollstraße
Q316450	Wandse
Q114809376	Warburgstraße
Q1734429	Warenhaus_(Mönckebergstraße_16)
Q114809377	Warnckesweg
Q106606068	Wartenau
Q110411202	Wartenau_15
Q106606069	Waseberg
Q106606070	Washingtonallee_(Hamburg)
Q106606071	Wasmannstraße_(Hamburg)
Q27478711	Wasserschloss_(Hamburg)
Q110756688	Wasserschutzpolizeikommissariat_2_Außenstelle_Alster
Q54945661	Wasserstoffstation_HafenCity,_Hamburg
Q2550609	Wasserstraßen-_und_Schifffahrtsamt_Hamburg
Q76307605	Wassertreppe_at_Planten_un_Blomen
Q2551788	Wasserturm_der_Stadtwasserkunst_in_Hamburg-Rothenburgsort
Q1805180	Wasserturm_Hamburg-Stellingen
Q2220592	Wasserturm_Lohbrügge
Q999939	Wasserturm_Lokstedt
Q2551829	Wasserturm_Ohlsdorfer_Friedhof
Q2551785	Water_tower,_Hamburg-Langenhorn,_Ochsenzoll
Q2551782	Water_tower_AK_Barmbek
Q106606072	Waterloostraße_(Hamburg)
Q106606073	Wattkorn
Q114809378	Weckmannweg_(Hamburg)
Q106606074	Weddestraße
Q145374	Wedeler_Au
Q106606075	Wedeler_Landstraße
Q106606076	Weg_360
Q114809379	Weg_beim_Jäger
Q106606077	Wegenkamp
Q96876132	Wegenkampgraben
Q108876722	Wehlbrook
Q114809380	Wehrmannstraße_(Hamburg)
Q114809384	Weiße_Rose_(Hamburg)
Q106606084	Weißenburger_Straße_(Hamburg)
Q15134723	Weißes_Haus_von_Nienstedten
Q79788650	Weibliche_Gestalt_(Barbara_Haeger)
Q79834008	Weiblicher_Engel_(Barbara_Haeger)
Q106606078	Weichselmünder_Straße
Q106606079	Weidemoor_(Hamburg)
Q106606080	Weidenallee
Q106606081	Weidenbaumsweg
Q106606082	Weidenstieg_(Hamburg)
Q106606083	Weidestraße_(Hamburg)
Q114809381	Weimarer_Straße_(Hamburg)
Q114809383	Weissenhof_(Hamburg)
Q881793	Wellingsbüttel_Manor
Q76373558	Wellingsbütteler_Landstraße
Q11955130	Wellingsbüttler_Grenzgraben
Q76414372	Wellingsbüttler_Weg
Q106606085	Wendemuthstraße_(Hamburg)
Q106606086	Wendenstraße_(Hamburg)
Q98382759	Wendloher_Graben
Q106606087	Wentorfer_Straße_(Hamburg)
Q106606088	Wentzelplatz
Q106606089	Werderstraße_(Hamburg)
Q114809385	Werftstraße_(Hamburg)
Q114809386	Werner-Otto-Straße
Q98771749	Wesselhoeftpark
Q98708536	Westerpark_(Hamburg)
Q106606090	Westerrode
Q11955142	Westerrodegraben
Q104223857	Westerschule_Finkenwerder
Q106606091	Westerstraße_(Hamburg)
Q1971431	Westerweiden
Q11955143	Westlicher_Bahnhofskanal
Q106606092	Westphalensweg
Q114809387	Weusthoffstraße
Q114809388	Wexstraße_(Hamburg)
Q108566881	Wichernkirche_(Hamburg-Hamm)
Q2567421	Wichern-Schule_(Hamburg)
Q106606094	Wichernsweg
Q106606095	Wielandstraße_(Hamburg)
Q100322444	Wiemeldorfer_Moorgraben
Q11955149	Wiemersbek
Q106606096	Wiesendamm_(Hamburg)
Q29479402	Wiesendammbrücke_(Hamburg)
Q106606097	Wiesenredder_(Hamburg)
Q114809389	Wiesingerweg_(Hamburg)
Q114809390	Wikingerweg_(Hamburg)
Q106606098	Wildschwanbrook
Q114809391	Wilhelm-Bauche-Weg
Q1591849	Wilhelm-Gymnasium_(Hamburg)
Q106606099	Wilhelm-Metzger-Straße
Q106606100	Wilhelm-Raabe-Weg
Q59084457	Wilhelmsburger_Brücke
Q11955158	Wilhelmsburger_Dove_Elbe
Q26250821	Wilhelmsburger_Inselpark
Q26821645	Wilhelmsburger_Rathauspark
Q2576214	Wilhelmsburger_Reichsstraße
Q114809392	Wilhelmsburger_Straße_(Hamburg)
