Q106605756	Öjendorfer Damm
Q19309458	Stadtlagerhaus
Q1388709	Stadtparksee
Q72820633	Stadtparkturm (Hamburg)
Q2326366	StadtRAD Hamburg
Q76633488	Stadtteilarchiv Ottensen
Q98438112	Stadtteilschule Öjendorf
Q90788470	Stadtteilschule Altona
Q106165034	Stadtteilschule Altrahlstedt
Q1791214	Stadtteilschule am Hafen
Q28949662	Stadtteilschule am Heidberg
Q1743806	Stadtteilschule Bahrenfeld
Q105111752	Stadtteilschule Bergedorf
Q106646678	Stadtteilschule Bergstedt
Q95996025	Stadtteilschule Blankenese
Q108106088	Stadtteilschule Bramfeld
Q96193572	Stadtteilschule Eidelstedt
Q2328167	Stadtteilschule Eppendorf
Q94696233	Stadtteilschule Finkenwerder
Q105942637	Stadtteilschule Flottbek
Q96195843	Stadtteilschule Hamburg-Mitte
Q83848089	Stadtteilschule Helmuth Hübener
Q94574029	Stadtteilschule Horn
Q102280198	Stadtteilschule Kirchwerder
Q65783018	Stadtteilschule Lohbrügge
Q96745837	Stadtteilschule Lurup
Q65920862	Stadtteilschule Mümmelmannsberg
Q74013574	Stadtteilschule Niendorf
Q65966865	Stadtteilschule Oldenfelde
Q17592554	Stadtteilschule Poppenbüttel
Q66133391	Stadtteilschule Rissen
Q109314001	Stadtteilschule Süderelbe
Q91444721	Stadtteilschule Stübenhofer Weg
Q70214017	Stadtteilschule St. Georg
Q2328170	Stadtteilschule Stellingen
Q105712546	Stadtteilschule Walddörfer
Q91915288	Stadtteilschule Wilhelmsburg
Q2328173	Stadtteilschule Winterhude
Q106605952	Stahltwiete
Q106605954	Stammannstraße (Hamburg)
Q1971333	Stapelfelder Moor
Q114809309	Stapelfelder Straße (Hamburg)
Q110779079	Stapelfelder Straße 7
Q106605955	Starstraße (Hamburg)
Q61637685	Statue Heidi Kabel
Q89417371	Statue of Adolphus III, Count of Schauenburg and Holstein (Engelbert Peiffer in Hamburg)
Q11950341	Steendiekkanal
Q114809327	Steiler Weg (Hamburg)
Q114809328	Steilshooper Allee
Q106605956	Steilshooper Straße
Q106605957	Steinadlerweg (Hamburg)
Q2340315	Steindamm
Q1272996	Steinfurths Diek
Q114809331	Stein-Hardenberg-Straße (Hamburg)
Q106605958	Steinhauerdamm
Q106605959	Steinikestraße (Hamburg)
Q106605960	Steinschanze (Hamburg)
Q2341677	Steinstraße (Hamburg)
Q1800902	Steintor (Hamburg)
Q106605962	Steintordamm
Q106605963	Steintorplatz
Q106605964	Steintorwall (Hamburg)
Q106605965	Steintorweg
Q106605966	Steinwegpassage (Hamburg)
Q18008258	Steinwerder Kanal
Q110667594	Stele (Hans-Joachim Frielinghaus) Von-Melle-Park Hamburg-Rotherbaum
Q19309524	Stellahaus
Q11950347	Stellau (stream)
Q108566854	Stellinger Kirche
Q1632531	Stellmoorer Tunneltal
Q106605967	Stengelestraße (Hamburg)
Q106605968	Stenvort
Q1724036	Stephansplatz (Hamburg)
Q106605969	Stephanstraße (Hamburg)
Q2345735	Sternbrücke (Hamburg)
Q106605970	Sternschanze (street in Hamburg)
Q2345940	Sternschanzenpark
Q65245456	Sternstraße (Hamburg)
Q681942	Sternwarte Bergedorf
Q106605971	Stieglitzstraße (Hamburg)
Q106605972	Stiftstraße (Hamburg)
Q102163472	Stiftstraße 69 (Hamburg)
Q2350257	Stintfang (Hamburg)
Q106605973	Stockflethweg
Q106605974	Stockmeyerstraße (Hamburg)
Q106605975	Stoeckhardtstraße (Hamburg)
Q96481383	Stolperstein Johannes Prassek in Hamburg-Volksdorf
Q106605976	Stormarner Straße
Q106605977	Stormarnplatz
Q106605982	Straßburger Platz (Hamburg)
Q106605983	Straßburger Straße (Hamburg)
Q106605984	Straßenbahnring
Q1490256	Straßenbahntunnel Veddel
Q1429221	Strafjustizgebäude (Hamburg)
Q106605979	Stralsunder Straße (Hamburg)
Q106605980	Strandtreppe (Blankenese)
Q106605981	Strandweg (Hamburg)
Q34379126	Streit's Haus
Q106605985	Strengesweg
Q2355925	Stresemannstraße (Hamburg)
Q106605987	Struckholt
Q67128231	Struensee-Gymnasium
Q106605988	Struenseestraße
Q106605989	Strutzhang
Q106605990	Stubbenhuk
Q111192002	Studentenwohnheim Billwiese
Q110400925	Studentenwohnheim Grindelallee
Q110824029	Studentenwohnheim Rahlstedt
Q2358953	Stuhlmannbrunnen
Q106605994	Suhrsweg
Q11950568	Susebek
Q106605996	Suttnerstraße (Hamburg)
Q2375432	Synagogue Hohe Weide Hamburg
Q106605997	Talstraße (Hamburg)
Q106605998	Tangstedter Landstraße
Q106605999	Tannenweg (Hamburg)
Q1236450	Tansania-Park
Q1285521	Tanzende Türme
Q105171513	Tanzendes Vierländer Paar (Wilhelm Rex)
Q106606000	Tarpen
Q317889	Tarpenbek
Q106606001	Tarpenbekstraße (Hamburg)
Q19309838	Tatenberger Schleuse
Q113178274	Tauchender Fisch (Heisig, Schwerdtfeger) Hamburg
Q106606003	Teerhof (Hamburg)
Q114809336	Tegelweg (Hamburg)
Q2401758	Telemann-Museum
Q106606005	Telemannstraße (Hamburg)
Q20754446	Terrassenhäuser in der Hamburger Josephstraße
Q114809337	Tesdorpfstraße (Hamburg)
Q106606008	Tessenowweg (Hamburg)
Q317901	Teufelsbrück
Q19964166	Thörls Park
Q106606014	Thörlweg (Hamburg)
Q106606009	Thadenstraße
Q456499	Thalia Theater (Hamburg)
Q2408858	Thaliahof
Q2411082	The English Theatre of Hamburg
Q15850587	Theater an der Elbe
Q26794477	Theater das Zimmer
Q835524	Theater im Hafen
Q51920	Theater im Zimmer (Hamburg)
Q26794490	Theater in der Speicherstadt
Q106606010	Thedestraße
Q105101676	Thedestraße 101
Q105363380	Thedestraße 101a
Q105164959	Thedestraße 39
Q106606011	Theodor-Fahr-Straße
Q69895611	Theodor-Haubach-Schule (Hamburg)
Q114809339	Theodor-Heuss-Platz (Hamburg)
Q114809341	Theodorstraße (Hamburg)
Q102500128	Theresienstieg
Q106690027	Thielbek
Q106606012	Thielickestieg
Q108566876	Thomaskirche (Hamburg-Bramfeld)
Q108566877	Thomaskirche (Hamburg-Hausbruch)
Q11722103	Thomaskirche Meiendorf (Hamburg-Rahlstedt)
Q106606013	Thomas-Mann-Straße (Hamburg)
Q11951817	Tidekanal
Q82687136	Tiefbunker Berlinertordamm
Q23786547	Tiefbunker Kennedybrücke
Q11951820	Tiefstackkanal
Q106606015	Tieloh
Q114809342	Tiergartenstraße (Hamburg)
Q2432764	Tiger (tugboat, 1910)
Q106606016	Tilsiter Straße (Hamburg)
Q106606017	Timmerloh
Q1612616	Timmermoor
Q106606018	Timmstieg
Q108566879	Timotheuskirche (Hamburg-Horn)
Q106606019	Tondernstraße
Q7769600	Top Ten Club
Q106606020	Torfstück
Q106606021	Tornquiststraße
Q114809344	Traberweg (Hamburg)
Q7831092	Trabrennbahn Bahrenfeld
Q878324	Trams in Hamburg
Q25089228	Transporthaus
Q114809347	Trenknerweg
Q28498635	Treppenviertel
Q114809349	Trettaustraße
Q106606022	Triftstraße (Hamburg)
Q105510161	Trilluper Weg 3, 5
Q108566880	Trinitatiskirche Hohenhorst (Hamburg-Rahlstedt)
Q18681278	Trinkhalle im Hamburger Stadtpark
Q878166	Trockendock Elbe 17
Q114809352	Troplowitzstraße
Q2455726	Trostbrücke
Q106606023	Trostbrücke (street)
Q1524874	TRUDE
Q820800	TSG Bergedorf
Q1147670	TSV Sasel
Q106606024	Turmweg (Hamburg)
Q105336448	Tweeltenbek
Q105336457	Tweeltenbek (Gewässer)
Q111746891	U-Bahnbrücke Osterbekkanal
Q209371	U-Bahnhof Überseequartier
Q2804230	U-Bahnhof Alsterdorf
Q2465828	U-Bahnhof Alter Teichweg
Q811635	U-Bahnhof Baumwall
Q52690491	U-Bahnhof Berliner Tor
Q1751987	U-Bahnhof Berne
Q2465844	U-Bahnhof Billstedt
Q2465845	U-Bahnhof Borgweg
Q15103466	U-Bahnhof Buchenkamp
Q3646299	U-Bahnhof Buckhorn
Q2804233	U-Bahnhof Burgstraße
Q1719687	U-Bahnhof Christuskirche
Q1233681	U-Bahnhof Dehnhaide
Q79851966	U-Bahnhof Elbbrücken
Q2152075	U-Bahnhof Emilienstraße
Q2465872	U-Bahnhof Eppendorfer Baum
Q1584382	U-Bahnhof Farmsen
Q2465884	U-Bahnhof Feldstraße
Q15076918	U-Bahnhof Fuhlsbüttel
Q14540885	U-Bahnhof Fuhlsbüttel Nord
Q822899	U-Bahnhof Gänsemarkt
Q3782339	U-Bahnhof Habichtstraße
Q209340	U-Bahnhof HafenCity Universität
Q2363470	U-Bahnhof Hagenbecks Tierpark
Q2465907	U-Bahnhof Hagendeel
Q617501	U-Bahnhof Hallerstraße
Q2465909	U-Bahnhof Hamburger Straße
Q2465914	U-Bahnhof Hammer Kirche
Q3783675	U-Bahnhof Hauptbahnhof Nord
Q3783676	U-Bahnhof Hauptbahnhof Süd
Q3786232	U-Bahnhof Hoheluftbrücke
Q42313180	U-Bahnhof Horner Geest
Q2465936	U-Bahnhof Horner Rennbahn
Q2465932	U-Bahnhof Hudtwalckerstraße
Q2465945	U-Bahnhof Joachim-Mähl-Straße
Q30890676	U-Bahnhof Jungfernstieg
Q2465965	U-Bahnhof Kellinghusenstraße
Q15103437	U-Bahnhof Kiwittsmoor
Q15098644	U-Bahnhof Klein Borstel
Q617499	U-Bahnhof Klosterstern
Q1719628	U-Bahnhof Lübecker Straße
Q15851861	U-Bahnhof Langenhorn Markt
Q15851862	U-Bahnhof Langenhorn Nord
Q6591260	U-Bahnhof Lattenkamp
Q2465975	U-Bahnhof Legienstraße
Q180052	U-Bahnhof Lohmühlenstraße
Q2252910	U-Bahnhof Lutterothstraße
Q827247	U-Bahnhof Mönckebergstraße
Q2466005	U-Bahnhof Mümmelmannsberg
Q826773	U-Bahnhof Meßberg
Q3853997	U-Bahnhof Meiendorfer Weg
Q1694188	U-Bahnhof Merkenstraße
Q275505	U-Bahnhof Messehallen
Q658720	U-Bahnhof Mundsburg
Q2363905	U-Bahnhof Niendorf Nord
Q2466015	U-Bahnhof Niendorf-Markt
Q2466023	U-Bahnhof Ochsenzoll
Q3881293	U-Bahnhof Ohlstedt
Q18632070	U-Bahnhof Oldenfelde
Q2151985	U-Bahnhof Osterstraße
Q875571	U-Bahnhof Rödingsmarkt
Q831350	U-Bahnhof Rathaus (Hamburg)
Q2466044	U-Bahnhof Rauhes Haus
Q1650147	U-Bahnhof Ritterstraße
Q2466059	U-Bahnhof Saarlandstraße (Hamburg)
Q2363888	U-Bahnhof Schippelsweg
Q275746	U-Bahnhof Schlump
Q2466068	U-Bahnhof Sengelmannstraße
Q1417831	U-Bahnhof Sierichstraße
Q826353	U-Bahnhof St. Pauli
Q2466074	U-Bahnhof Steinfurther Allee
Q827583	U-Bahnhof Steinstraße (Hamburg)
Q826484	U-Bahnhof Stephansplatz (Hamburg)
Q106540816	U-Bahnhof Sternschanze
Q42321557	U-Bahnhof Stoltenstraße
Q6590961	U-Bahnhof Straßburger Straße
Q3997085	U-Bahnhof Trabrennbahn
Q617555	U-Bahnhof Uhlandstraße (Hamburg)
Q4016141	U-Bahnhof Volksdorf
Q2466085	U-Bahnhof Wandsbek Markt
Q108284931	U-Bahnhof Wandsbeker Chaussee
Q1398047	U-Bahnhof Wandsbek-Gartenstadt
Q2466086	U-Bahnhof Wartenau
Q248623	U-Bahnlinie U1 (Hamburg)
Q275451	U-Bahnlinie U2 (Hamburg)
Q781351	U-Bahnlinie U3 (Hamburg)
Q209739	U-Bahnlinie U4 (Hamburg)
Q16321051	U-Bahnlinie U5 (Hamburg)
Q1417357	U-Boot-Bunker Finkenwerder
Q106606028	Uckermarkweg
Q106606029	Uferstraße (Hamburg)
Q106606030	Uhlandstraße (Hamburg)
Q18632090	Uhlenhorster Fährhaus
Q18008736	Uhlenhorster Kanal
Q101001904	Uhrmacherfachschule (Hamburg-Ottensen)
Q106606031	Ulmenau
Q110768291	Ulmenliet 20
Q106606032	Ulmenstraße (Hamburg)
Q53141282	Umspannwerk Hamburg-Süd
Q53224686	Umspannwerk Neuhof (Hamburg)
Q111648232	UNA-HAKRA
Q2494414	Unilever-Haus (Hamburg)
Q316207	Universitätsklinikum Hamburg-Eppendorf
Q114809353	Unnastraße (Hamburg)
Q2497432	Unterelbe
Q1318152	Unterfeuer Wittenbergen
Q2499121	Untersuchungsgefängnis Holstenglacis
Q106606033	Up de Worth (Hamburg)
Q85626909	Uwe (ship, 1914, Brandenburg an der Havel)
Q106606053	Vörn Barkholt
Q106606034	Valentinskamp
Q106606035	Valparaisostraße
Q106606036	Vasco da Gama Platz
Q114809357	Veddeler Marktplatz
Q18008791	Veddelkanal
Q66081806	Veddelkanalbrücke
Q25089281	Veloroute 4 (Hamburg)
Q66821215	Veloroute 6 (Hamburg)
Q114809358	Venusberg (Hamburg)
Q106606037	Vera-Brittain-Ufer (Hamburg)
Q2513916	Verband für Turnen und Freizeit Hamburg
Q113404581	Verbindungsobjekte (Diether Heisig, Hamburg)
Q114809360	Vereinsstraße (Hamburg)
Q18008807	Veringkanal
Q114809361	Veringstraße (Hamburg)
Q106606038	Veritaskai
Q15129057	Verlagshaus Axel Springer (Hamburg)
Q62665920	Versöhnungskirche (Hamburg-Eilbek)
Q2518220	Versmannhaus
Q106606039	Versmannstraße (Hamburg)
Q20109111	Vielohgraben
Q23454572	Vier Männer auf Bojen by Stephan Balkenhol
Q114809363	Vierbergen (Hamburg)
Q114809365	Viereck (Hamburg)
Q1498475	Vierländer Bahn
Q18632417	Vierländerin-Brunnen
Q885045	Vierlande
Q114809368	Vierlandenstraße (Hamburg)
Q98590348	Viktoria-Kaserne (Hamburg)
Q15133960	Villa de Freitas
Q23893321	Villa Kaltehofe
Q96238262	Villa Süchting
Q106606040	Virchowstraße (Hamburg)
Q105170728	Virchowstraße 50 (Hamburg)
Q105103286	Virchowstraße 80 (Hamburg)
Q106606041	Vizelinstraße (Hamburg)
Q106606054	Voßhagen (Hamburg)
Q106606042	Vogelhüttendeich
Q106606044	Vogelweide (Hamburg)
Q106606045	Vogesenstraße (Hamburg)
Q114809371	Vogteistraße (Hamburg)
Q106606046	Vogteiweg
Q106704959	Vogthof (Hamburg)
Q114809370	Vogt-Wells-Straße
Q106690029	Volksdorfer Damm
Q110474042	Volksdorfer Schulkate
Q1971406	Volksdorfer Teichwiesen
Q1502427	Volksdorfer Wald
Q106606047	Volksdorfer Weg (Hamburg)
Q108016910	Volkshochschule Hamburg-Ost
Q105847196	Volkshochschule Leuschnerstraße
Q26791740	Von Dratelnscher Park
Q106606048	Von-Elm-Weg (Hamburg)
Q106606049	Von-Essen-Straße
Q106606051	Von-Heß-Weg
Q106606050	Von-Hein-Straße
Q106606052	Von-Moltke-Bogen
Q109593398	Vorderdeich 151
Q11955004	Vorhorngraben
Q18632530	Vorsetzen
Q106606119	Wöhlerstraße (Hamburg)
Q106606124	Wördenmoorweg
Q21036824	Wacholderpark Fuhlsbüttel
Q106606055	Wacholderweg (Hamburg)
Q106606056	Wagnerstraße (Hamburg)
Q106606057	Wagrierweg
Q18632566	Waisenhaus (Hamburg)
Q106606058	Waitzstraße (Hamburg)
Q1361180	Walddörfer-Gymnasium
Q106606059	Walddörferstraße
Q1266022	Waldfriedhof Volksdorf
Q2543080	Wallringtunnel
Q106606060	Wallstraße (Hamburg)
Q114809372	Walter-Hammer-Weg
Q114809373	Walter-Koch-Weg
Q106606061	Walter-Rothenburg-Weg
Q106606062	Walter-Schmedemann-Straße
Q114809374	Waltershofer Damm
Q114809375	Waltershofer Straße
Q15853617	Wandrahm
Q96375991	Wandrahmsfleet
Q107161972	Wandrahmsfleetbrücke
Q65246760	Wandrahmssteg
Q2548180	Wandsbek Markt
Q15853621	Wandsbek Quarree
Q106606063	Wandsbeker Allee
Q106606064	Wandsbeker Bahnhofstraße
Q98492675	Wandsbeker Chaussee
Q2548173	Wandsbeker Gehölz
Q106606065	Wandsbeker Königstraße
Q1415919	Wandsbeker Marktstraße
Q106606066	Wandsbeker Stieg
Q106606067	Wandsbeker Zollstraße
Q316450	Wandse
Q114809376	Warburgstraße
Q1734429	Warenhaus (Mönckebergstraße 16)
Q114809377	Warnckesweg
Q106606068	Wartenau
Q110411202	Wartenau 15
Q106606069	Waseberg
Q106606070	Washingtonallee (Hamburg)
Q106606071	Wasmannstraße (Hamburg)
Q27478711	Wasserschloss (Hamburg)
Q110756688	Wasserschutzpolizeikommissariat 2 Außenstelle Alster
Q54945661	Wasserstoffstation HafenCity, Hamburg
Q2550609	Wasserstraßen- und Schifffahrtsamt Hamburg
Q76307605	Wassertreppe at Planten un Blomen
Q2551788	Wasserturm der Stadtwasserkunst in Hamburg-Rothenburgsort
Q1805180	Wasserturm Hamburg-Stellingen
Q2220592	Wasserturm Lohbrügge
Q999939	Wasserturm Lokstedt
Q2551829	Wasserturm Ohlsdorfer Friedhof
Q2551785	Water tower, Hamburg-Langenhorn, Ochsenzoll
Q2551782	Water tower AK Barmbek
Q106606072	Waterloostraße (Hamburg)
Q106606073	Wattkorn
Q114809378	Weckmannweg (Hamburg)
Q106606074	Weddestraße
Q145374	Wedeler Au
Q106606075	Wedeler Landstraße
Q106606076	Weg 360
Q114809379	Weg beim Jäger
Q106606077	Wegenkamp
Q96876132	Wegenkampgraben
Q108876722	Wehlbrook
Q114809380	Wehrmannstraße (Hamburg)
Q114809384	Weiße Rose (Hamburg)
Q106606084	Weißenburger Straße (Hamburg)
Q15134723	Weißes Haus von Nienstedten
Q79788650	Weibliche Gestalt (Barbara Haeger)
Q79834008	Weiblicher Engel (Barbara Haeger)
Q106606078	Weichselmünder Straße
Q106606079	Weidemoor (Hamburg)
Q106606080	Weidenallee
Q106606081	Weidenbaumsweg
Q106606082	Weidenstieg (Hamburg)
Q106606083	Weidestraße (Hamburg)
Q114809381	Weimarer Straße (Hamburg)
Q114809383	Weissenhof (Hamburg)
Q881793	Wellingsbüttel Manor
Q76373558	Wellingsbütteler Landstraße
Q11955130	Wellingsbüttler Grenzgraben
Q76414372	Wellingsbüttler Weg
Q106606085	Wendemuthstraße (Hamburg)
Q106606086	Wendenstraße (Hamburg)
Q98382759	Wendloher Graben
Q106606087	Wentorfer Straße (Hamburg)
Q106606088	Wentzelplatz
Q106606089	Werderstraße (Hamburg)
Q114809385	Werftstraße (Hamburg)
Q114809386	Werner-Otto-Straße
Q98771749	Wesselhoeftpark
Q98708536	Westerpark (Hamburg)
Q106606090	Westerrode
Q11955142	Westerrodegraben
Q104223857	Westerschule Finkenwerder
Q106606091	Westerstraße (Hamburg)
Q1971431	Westerweiden
Q11955143	Westlicher Bahnhofskanal
Q106606092	Westphalensweg
Q114809387	Weusthoffstraße
Q114809388	Wexstraße (Hamburg)
Q108566881	Wichernkirche (Hamburg-Hamm)
Q2567421	Wichern-Schule (Hamburg)
Q106606094	Wichernsweg
Q106606095	Wielandstraße (Hamburg)
Q100322444	Wiemeldorfer Moorgraben
Q11955149	Wiemersbek
Q106606096	Wiesendamm (Hamburg)
Q29479402	Wiesendammbrücke (Hamburg)
Q106606097	Wiesenredder (Hamburg)
Q114809389	Wiesingerweg (Hamburg)
Q114809390	Wikingerweg (Hamburg)
Q106606098	Wildschwanbrook
Q114809391	Wilhelm-Bauche-Weg
Q1591849	Wilhelm-Gymnasium (Hamburg)
Q106606099	Wilhelm-Metzger-Straße
Q106606100	Wilhelm-Raabe-Weg
Q59084457	Wilhelmsburger Brücke
Q11955158	Wilhelmsburger Dove Elbe
Q26250821	Wilhelmsburger Inselpark
Q26821645	Wilhelmsburger Rathauspark
Q2576214	Wilhelmsburger Reichsstraße
Q114809392	Wilhelmsburger Straße (Hamburg)
Q24248553	Wilhelmsburger Windmühle "Johanna"
Q106606101	Wilhelmstraße (Hamburg)
Q106606102	Willersweg
Q106606103	Willistraße (Hamburg)
Q106606104	Willy-Brandt-Straße (Hamburg)
Q96375006	Willy-Brandt-Straße 47 (Hamburg)
Q106606105	Willy-Jacobs-Weg
Q106606106	Wilmersdorfer Straße (Hamburg)
Q106606107	Wilstedter Weg
Q106606108	Wilstorfer Straße (Hamburg)
Q106606109	Wincklerstraße (Hamburg)
Q106606110	Windmühlenweg (Hamburg)
Q106606111	Winsener Straße (Hamburg)
Q187286	Winterhuder Fährhaus
Q106606112	Winterhuder Kai
Q106606113	Winterhuder Marktplatz
Q96776980	Winterhuder Weg (Hamburg)
Q106606114	Wittekopsweg
Q106606115	Witthöfftstraße
Q106690039	Witthof (Hamburg)
Q1385238	Wittmoor
Q7886874	Wittmoor concentration camp
Q114809393	Witts Allee
Q106606116	Woellmerstraße
Q114809395	Woermannsweg
Q106606117	Wohldorfer Straße (Hamburg)
Q11955183	Wohldorfer Wald
Q106606118	Wohlers Allee (Hamburg)
Q106606120	Wohlwillstraße
Q66438340	Wohnanlage Turmweg (Hamburg)
Q110424403	Wohnheim Bornstraße
Q15132482	Wohnpark Trabrennbahn Farmsen
Q1611199	Wolfgang-Meyer-Sportanlage
Q106690033	Wolfgangsweg (Hamburg)
Q114809396	Wolfshagen (Hamburg)
Q106606121	Wolliner Straße (Hamburg)
Q106606122	Woltmanstraße
Q106606123	Woold Bergstedt
Q106606125	Woyrschweg
Q106606126	Wrangelkoppel
Q106606127	Wrangelstraße (Hamburg)
Q106606128	Wrauster Bogen
Q109673843	Wrauster Bogen 54
Q100783329	Wrietreyegraben
Q106606129	Wulffsblöcken
Q106606130	Wulffsgang
Q106606131	Wulffsgrund
Q106606132	Wulffstwiete
Q106606133	Yokohamastraße (Hamburg)
Q19312165	Zürich-Haus, Hamburg
Q108566882	Zachäus-Kirche (Hamburg-Langenhorn)
Q106606134	Zeidlerstraße (Hamburg)
Q15855624	Zeisehallen
Q106606135	Zeisigstraße (Hamburg)
Q114809397	Zellmannstraße
Q110556904	Zentrum für Marine und Atmosphärische Wissenschaften
Q106606136	Zeppelinstraße (Hamburg)
Q18633233	Zeughausmarkt
Q8063038	ZEUS (particle detector)
Q114809398	Zimmermannstraße (Hamburg)
Q106606137	Zimmerpforte
Q106606138	Zimmerstraße (Hamburg)
Q108566883	Zionskirche (Hamburg-Hohenfelde)
Q205483	Zippelhaus
Q106606139	Zirkusweg
Q114809399	Zitadellenstraße
Q106992067	Zitzewitzstraße
Q1714318	Ziviljustizgebäude
Q218602	Zollenbrücke
Q218701	Zollkanal
Q220254	Zoo Hamburg
Q220267	Zoologisches Museum Hamburg
Q106606140	Zoppoter Straße (Hamburg)
Q58443136	Zum Goldenen Handschuh
Q2604966	Zum Silbersack
Q14531344	Zur Ritze
Q106606141	Zweibrückenstraße (Hamburg)
Q59296780	Zweite Ausschläger Brücke
