Q106605756	Category:%C3%96jendorfer_Damm
Q100320780	Category:Poggenm%C3%BChlenbr%C3%BCcke_(Hamburg)
Q106605804	Category:Poggfreedweg
Q30909571	Category:Polish_Consulate,_Hamburg
Q14540553	Category:Polnische_Gedenkst%C3%A4tte_at_Friedhof_Ohlsdorf
Q86665646	Category:Polstjernan_(ship,_1920)
Q106605805	Category:Poolstra%C3%9Fe_(Hamburg)
Q106605806	Category:Poppelauweg
Q106605807	Category:Poppenb%C3%BCtteler_Berg
Q75195449	Category:Poppenb%C3%BCtteler_Weg
Q114809200	Category:Poppenb%C3%BCtteler_Weg_(Poppenb%C3%BCttel)
Q106605809	Category:Poppenb%C3%BCttler_Hauptstra%C3%9Fe
Q106605810	Category:Poppenb%C3%BCttler_Landstra%C3%9Fe
Q110814006	Category:Poppenb%C3%BCttler_Schleuse
Q106605811	Category:Poppenb%C3%BCttler_Stieg
Q2105354	Category:Portugiesenviertel
Q2105998	Category:Postbr%C3%BCcke_(Hamburg)
Q1407367	Category:Postgeb%C3%A4ude_Schl%C3%BCterstra%C3%9Fe_(Hamburg)
Q106605813	Category:Poststra%C3%9Fe_(Hamburg)
Q106605814	Category:Potsdamer_Stra%C3%9Fe_(Hamburg)
Q114809202	Category:Potsdamer_Ufer
Q106605815	Category:Pr%C3%B6benweg_(Hamburg)
Q114809203	Category:Preetzer_Stra%C3%9Fe_(Hamburg)
Q27925553	Category:Prien-Haus
Q114809205	Category:Promenadenstra%C3%9Fe_(Hamburg)
Q16886704	Category:Prototyp_(Museum)
Q114438567	Category:Proviantamt_Bahrenfeld
Q1316499	Category:Public_transport_in_Hamburg
Q106605816	Category:Pulverteich_(Hamburg)
Q47208544	Category:Pulverturmsbr%C3%BCcke
Q106605817	Category:Pumpen_(Hamburg)
Q106605819	Category:Quellental_(Hamburg)
Q106605820	Category:Quellenweg_(Hamburg)
Q97768048	Category:Quellgraben_(Tarpenbek)
Q106605821	Category:Quellmoor_(Hamburg)
Q106605822	Category:Querkamp_(Hamburg)
Q18006069	Category:Querkanal
Q108368052	Category:R%C3%B6bbek_4
Q15059619	Category:R%C3%B6dingsmarkt
Q97988328	Category:R%C3%B6dingsmarkt_19
Q79279475	Category:R%C3%B6genweg
Q1297111	Category:R%C3%B6mischer_Garten_(Hamburg-Blankenese)
Q114809244	Category:R%C3%B6nneburger_Stra%C3%9Fe_(Hamburg)
Q106605862	Category:R%C3%B6nnkamp
Q99542950	Category:R%C3%B6nnkampgraben
Q20108802	Category:R%C3%B6thmoorgraben
Q106605868	Category:R%C3%B6thmoorweg
Q106605869	Category:R%C3%BCbenkamp
Q11946496	Category:R%C3%BCckerskanal
Q106605870	Category:R%C3%BCckertstra%C3%9Fe_(Hamburg)
Q18006488	Category:R%C3%BCschkanal
Q1971247	Category:Raakmoor
Q11944363	Category:Raakmoorgraben
Q106605823	Category:Raaksheide
Q106605824	Category:Rabenhorst_(Hamburg)
Q106605825	Category:Raboisen_(Hamburg)
Q114809208	Category:Rademachergang_(Hamburg)
Q114809211	Category:Radickestra%C3%9Fe_(Hamburg)
Q878050	Category:Radio_Hamburg
Q826376	Category:Radisson_SAS,_Hamburg
Q316481	Category:Rahlau
Q106605826	Category:Rahlstedter_Bahnhofstra%C3%9Fe
Q106605827	Category:Rahlstedter_Dorfplatz
Q113015077	Category:Rahlstedter_SC
Q106605828	Category:Rahlstedter_Stra%C3%9Fe_(Hamburg)
Q106605829	Category:Rahlstedter_Weg
Q15841622	Category:Rainer_Abicht_Elbreederei
Q19964075	Category:Rainvilleterrasse
Q114237850	Category:Rainvilleterrasse_4
Q114809212	Category:Raja-Ilinauk-Stra%C3%9Fe
Q106605831	Category:Rantzaustra%C3%9Fe_(Hamburg)
Q60666126	Category:Rapfenschutzgebiet_Hamburger_Stromelbe_(FFH-Gebiet)
Q95470222	Category:Raphael-Schule_(Hamburg)
Q114809214	Category:Rappstra%C3%9Fe_(Hamburg)
Q2132641	Category:Rathaus_an_der_Trostbr%C3%BCcke
Q2132543	Category:Rathaus_Harburg_(Hamburg)
Q112633503	Category:Rathaus_Stellingen
Q106605832	Category:Rathausstra%C3%9Fe_(Hamburg)
Q18696778	Category:Rathauswettern
Q56035928	Category:Rathenaubr%C3%BCcke_(Hamburg)
Q106605833	Category:Rathenaustra%C3%9Fe_(Hamburg)
Q1527803	Category:Ratsherrn
Q106605834	Category:Ratsm%C3%BChlendamm
Q106605835	Category:Rautenbergstra%C3%9Fe_(Hamburg)
Q19624774	Category:RE1_(VMV)
Q19759336	Category:Reclining_Figure:_Hand_-_Henry_Moore_(LH_709,_Hamburg)
Q106690028	Category:Redderbarg
Q2136514	Category:Reederei_Nord
Q106605836	Category:Reekamp
Q106685195	Category:Reemtsma-Park
Q111142048	Category:Reeseberg_8
Q2136598	Category:Reesendammbr%C3%BCcke
Q106690041	Category:Reesestra%C3%9Fe_(Hamburg)
Q66022920	Category:Reformed_churches_in_Hamburg
Q108566836	Category:Reformierte_Kirche_Ferdinandstra%C3%9Fe_(Hamburg)
Q106605837	Category:Regerstra%C3%9Fe_(Hamburg)
Q58370259	Category:Reginenortbr%C3%BCcke
Q106605838	Category:Reginenstra%C3%9Fe_(Hamburg)
Q1451393	Category:Regionalpark_Rosengarten
Q106605839	Category:Rehmbrook
Q79353948	Category:Rehmkoppel
Q79346248	Category:Rehmkoppelstieg
Q1532436	Category:Reichenstra%C3%9Fenfleet
Q107453317	Category:Reichsbahnstra%C3%9Fe_(Hamburg)
Q41804671	Category:Reichspr%C3%A4sident-Ebert-Kaserne
Q877270	Category:Reiherstieg
Q114809215	Category:Reiherstieg-Hauptdeich
Q20108770	Category:Reiherstiegwettern
Q106605840	Category:Reimerstwiete
Q106605841	Category:Reinbeker_Redder
Q114809216	Category:Reinbeker_Weg_(Hamburg)
Q110214746	Category:Reinbeker_Weg_35
Q106605842	Category:Reineckestra%C3%9Fe_(Hamburg)
Q106605843	Category:Reinholdstra%C3%9Fe_(Hamburg)
Q106605844	Category:Reism%C3%BChle_(Hamburg)
Q2142054	Category:Reitbrooker_M%C3%BChle
Q11945197	Category:Reitbrooker_Sammelgraben
Q114809219	Category:Reller_(Hamburg)
Q106605845	Category:Rennbahnstra%C3%9Fe_(Hamburg)
Q114809221	Category:Rentzelstra%C3%9Fe
Q106605846	Category:Repsoldstra%C3%9Fe_(Hamburg)
Q2146155	Category:Rethe
Q2146149	Category:Rethe-Hubbr%C3%BCcke
Q46162686	Category:Rethe-Klappbr%C3%BCcke
Q106605847	Category:Revaler_Stra%C3%9Fe_(Hamburg)
Q114809223	Category:Reventlowstra%C3%9Fe_(Hamburg)
Q24666139	Category:Rhythmus_im_Raum_(Max_Bill,_Hamburg)
Q114809225	Category:Richard-Dehmel-Stra%C3%9Fe_(Hamburg)
Q106605848	Category:Richard-Linde-Weg_(Hamburg)
Q106605849	Category:Richardstra%C3%9Fe_(Hamburg)
Q106605850	Category:Richterstra%C3%9Fe_(Hamburg)
Q15126115	Category:Rieckhof_Hamburg-Harburg
Q106605852	Category:Rieckhoffstra%C3%9Fe
Q921940	Category:Rieckhuus
Q2152282	Category:Riepenburg
Q1433126	Category:Ring_1_(Hamburg)
Q20731702	Category:Ring_2_(Hamburg)
Q29578566	Category:Ring_3_(Hamburg)
Q73891418	Category:Ringkanal_(Hamburg)
Q114809228	Category:Ringstra%C3%9Fe_(Hamburg)
Q106605853	Category:Rissener_Dorfstra%C3%9Fe
Q114809231	Category:Rissener_Landstra%C3%9Fe
Q106605854	Category:Ritterstra%C3%9Fe_(Hamburg)
Q106605855	Category:Rittmerskamp
Q110889393	Category:Ro%C3%9Fberg_33_(Hamburg)
Q11946338	Category:Ro%C3%9Fkanal
Q114809238	Category:Ro%C3%9Fweg_(Hamburg)
Q106605856	Category:Robert-Koch-Stra%C3%9Fe_(Hamburg)
Q114809232	Category:Rockenhof_(Hamburg)
Q107855458	Category:Rockspektakel
Q877543	Category:Rodenbek_(river)
Q1402655	Category:Rodenbeker_Quellental
Q106605857	Category:Rodenbeker_Stra%C3%9Fe
Q100775203	Category:Rodenkampgraben
Q106605858	Category:Rodenkampweg
Q106605859	Category:Rodigallee
Q108566839	Category:Rogate-Kirche_Meiendorf
Q106605860	Category:Roggenkamp_(Hamburg)
Q76414999	Category:Rolfinckstra%C3%9Fe
Q106605861	Category:Rondeel_(Hamburg)
Q11946198	Category:Rondeelkanal
Q106962782	Category:Roonstra%C3%9Fe_(Hamburg)
Q111508192	Category:Rosentreppe
Q106605863	Category:Rostocker_Stra%C3%9Fe_(Hamburg)
Q114809235	Category:Rotbergfeld_(Hamburg)
Q684932	Category:Rote_Flora
Q114809236	Category:Rote-Kreuz-Stra%C3%9Fe_(Hamburg)
Q106605864	Category:Rotenh%C3%A4user_Damm
Q106605865	Category:Rotenh%C3%A4user_Stra%C3%9Fe
Q2168643	Category:Rothenbaumchaussee
Q106605866	Category:Rothenhauschaussee
Q106605867	Category:Rothestra%C3%9Fe_(Hamburg)
Q1971275	Category:Rothsteinsmoor
Q114809239	Category:Rubbertstra%C3%9Fe
Q56426045	Category:Rudolf-Steiner-Schule_Altona
Q56426028	Category:Rudolf-Steiner-Schule_Bergedorf
Q106653069	Category:Rudolf-Steiner-Schule_Bergstedt
Q56425966	Category:Rudolf-Steiner-Schule_Harburg
Q56425985	Category:Rudolf-Steiner-Schule_Nienstedten
Q56426010	Category:Rudolf-Steiner-Schule_Wandsbek
Q106605871	Category:Rudolphiplatz
Q63349276	Category:Rugenberger_Hafen
Q15126487	Category:Rugenberger_Schleuse
Q90887165	Category:Rumbaumsche_Schule
Q114809241	Category:Rumpffsweg
Q106460498	Category:Rundbunker_Schwarzenbergstra%C3%9Fe
Q106605872	Category:Rungwisch
Q114809243	Category:Ruschorter_Hauptdeich
Q109707540	Category:Ruschorter_Hauptdeich_14
Q106605873	Category:Rutschbahn_(Hamburg)
Q106605874	Category:Ruwoldtweg
Q114809334	Category:S%C3%A4gem%C3%BChlenstra%C3%9Fe_(Hamburg)
Q113174068	Category:S%C3%A4ule_mit_Figurengruppe_(E._Augustin)_HH-Billstedt
Q827919	Category:S%C3%BCderelbe
Q101088155	Category:S%C3%BCderschule_(Hamburg)
Q106605992	Category:S%C3%BCderstra%C3%9Fe_(Hamburg)
Q11950701	Category:S%C3%BCdkanal
Q106605993	Category:S%C3%BCdring_(Hamburg)
Q35191095	Category:S%C3%BCdseehaus
Q1373599	Category:S%C3%BCdstormarnsche_Kreisbahn
Q25240847	Category:S%C3%BCllberg_(Hamburg)
Q106605995	Category:S%C3%BClldorfer_Kirchenweg
Q114809247	Category:Saarlandstra%C3%9Fe_(Hamburg)
Q83365207	Category:Saarlandstra%C3%9Fe_30_(Hamburg)
Q106605875	Category:Sachsenstieg_(Hamburg)
Q106605876	Category:Sachsentor
Q106605877	Category:Sachsenweg_(Hamburg)
Q114809252	Category:Salomon-Heine-Weg
Q106605878	Category:Salzburger_H%C3%A4user
Q106605879	Category:Samlandweg
Q684896	Category:Sammlung_Falckenberg
Q106605881	Category:Sand_(Hamburg)
Q96376034	Category:Sandbr%C3%BCcke
Q106605882	Category:Sandtorkai
Q78163753	Category:Sandtorpark
Q108431349	Category:Sandwisch_25
Q108433749	Category:Sandwisch_66
Q106605880	Category:San-Francisco-Stra%C3%9Fe_(Hamburg)
Q62269147	Category:Sanitaspark
Q114809254	Category:Sanitasstra%C3%9Fe
Q106690031	Category:Sankt_Anscharplatz
Q114809255	Category:Sankt_Pauli_Fischmarkt
Q114809257	Category:Sankt_Pauli_Hafenstra%C3%9Fe
Q1310244	Category:Sankt-Ansgar-Schule
Q60230421	Category:Santa_Pauli_2018
Q2225573	Category:Saselbek
Q77985025	Category:Saselbekstra%C3%9Fe
Q77653273	Category:Saseler_Chaussee
Q75157122	Category:Saseler_Damm
Q77984063	Category:Saseler_Kamp
Q78168204	Category:Saseler_Markt
Q78365838	Category:Saseler_Parkweg
Q106605883	Category:Saseler_Stra%C3%9Fe
Q106188068	Category:Saseler_Stra%C3%9Fe_21
Q114809258	Category:Saseler_Weg_(Hamburg)
Q108093858	Category:Sasel-Haus
Q114809260	Category:Saselheider_Weg
Q16220573	Category:S-Bahn_station_Hamburg-S%C3%BClldorf
Q800301	Category:S-Bahn_Werk_Ohlsdorf
Q4732127	Category:S-Bahnhof_Allerm%C3%B6he
Q19460179	Category:S-Bahnhof_Alte_W%C3%B6hr
Q4842883	Category:S-Bahnhof_Bahrenfeld
Q18619176	Category:S-Bahnhof_Billwerder-Moorfleet
Q5274507	Category:S-Bahnhof_Diebsteich
Q75177199	Category:S-Bahnhof_Elbbr%C3%BCcken
Q5353739	Category:S-Bahnhof_Elbgaustra%C3%9Fe
Q5454411	Category:S-Bahnhof_Fischbek
Q19412939	Category:S-Bahnhof_Friedrichsberg
Q5644290	Category:S-Bahnhof_Hamburg_Airport
Q70585725	Category:S-Bahnhof_Hamburg-Altona
Q800872	Category:S-Bahnhof_Hammerbrook
Q246179	Category:S-Bahnhof_Harburg_Rathaus
Q10519311	Category:S-Bahnhof_Heimfeld
Q5875382	Category:S-Bahnhof_Hochkamp
Q19572551	Category:S-Bahnhof_Hoheneichen
Q16220663	Category:S-Bahnhof_Iserbrook
Q322276	Category:S-Bahnhof_Jungfernstieg
Q6453924	Category:S-Bahnhof_K%C3%B6nigstra%C3%9Fe
Q6420149	Category:S-Bahnhof_Klein_Flottbek
Q19462857	Category:S-Bahnhof_Kornweg
Q16220800	Category:S-Bahnhof_Landwehr
Q800874	Category:S-Bahnhof_Langenfelde
Q18619271	Category:S-Bahnhof_Mittlerer_Landweg
Q18619282	Category:S-Bahnhof_Nettelnburg
Q18748608	Category:S-Bahnhof_Neuwiedenthal
Q7108695	Category:S-Bahnhof_Othmarschen
Q100326416	Category:S-Bahnhof_Ottensen
Q7229516	Category:S-Bahnhof_Poppenb%C3%BCttel
Q18752621	Category:S-Bahnhof_R%C3%BCbenkamp
Q3266264	Category:S-Bahnhof_Reeperbahn
Q16220502	Category:S-Bahnhof_Rissen
Q16220806	Category:S-Bahnhof_Rothenburgsort
Q7607259	Category:S-Bahnhof_Stellingen
Q321523	Category:S-Bahnhof_Sternschanze
Q18619356	Category:S-Bahnhof_Tiefstack
Q7917951	Category:S-Bahnhof_Veddel
Q108285186	Category:S-Bahnhof_Wandsbeker_Chaussee
Q19572665	Category:S-Bahnhof_Wellingsb%C3%BCttel
Q800878	Category:S-Bahnhof_Wilhelmsburg
Q19377130	Category:S-Bahnlinie_S1_(Hamburg)
Q1289009	Category:SC_Alstertal-Langenhorn
Q16849583	Category:SC_Germania_Hamburg
Q179432	Category:SC_Sperber_Hamburg
Q477694	Category:SC_Victoria_Hamburg
Q106605886	Category:Sch%C3%A4dlerstra%C3%9Fe
Q106605887	Category:Sch%C3%A4ferkampsallee
Q106605906	Category:Sch%C3%B6ne_Aussicht_(Hamburg)
Q114809289	Category:Sch%C3%B6nenfelder_Stra%C3%9Fe
Q104244416	Category:Sch%C3%B6nenfelder_Wettern
Q106605915	Category:Sch%C3%BCtzenstra%C3%9Fe_(Hamburg)
Q106605884	Category:Schaarmarkt
Q106605885	Category:Schaarsteinweg
Q2231063	Category:Schanzenstra%C3%9Fe_(Hamburg)
Q106605888	Category:Scharbeutzer_Stra%C3%9Fe_(Hamburg)
Q3073	Category:Scharh%C3%B6rn
Q27477461	Category:Scharh%C3%B6rnbake
Q106605889	Category:Scharnskamp
Q106605890	Category:Schaudinnstwiete
Q106605891	Category:Schauenburgerstra%C3%9Fe_(Hamburg)
Q114809262	Category:Schedestra%C3%9Fe_(Hamburg)
Q114809264	Category:Scheel-Plessen-Stra%C3%9Fe
Q106605892	Category:Schellerdamm
Q2233069	Category:Schellfischtunnel
Q106605893	Category:Schellingstra%C3%9Fe_(Hamburg)
Q114809266	Category:Schemmannstra%C3%9Fe_(Hamburg)
Q106605894	Category:Schenefelder_Landstra%C3%9Fe_(Hamburg)
Q106605895	Category:Schenkendorfstra%C3%9Fe_(Hamburg)
Q973440	Category:Schibli-Tunnel
Q109885682	Category:Schicksal_(Lederer)
Q11947911	Category:Schie%C3%9Fplatzgraben
Q106605896	Category:Schierenberg_(Hamburg)
Q106605897	Category:Schierenkamp
Q11947917	Category:Schiffsgraben
Q2235346	Category:Schiffswerft_W._Holst
Q18710607	Category:Schillerdenkmal_(Hamburg)
Q828944	Category:Schillingsbek
Q14912602	Category:Schimmelmann-Mausoleum
Q11947916	Category:Schippelsmoorgraben
Q106605902	Category:Schl%C3%BCterstra%C3%9Fe_(Hamburg)
Q114809267	Category:Schlachthofbr%C3%BCcke_(Hamburg)
Q106605898	Category:Schlachthofstra%C3%9Fe_(Hamburg)
Q106605899	Category:Schlankreye
Q469798	Category:Schleemer_Bach
Q28442539	Category:Schleidenbr%C3%BCcke
Q96577708	Category:Schleidenhof_(auch:_PRO-Burg_genannt)
Q15606208	Category:Schleidenpark
Q114809269	Category:Schlenzigstra%C3%9Fe
Q114809270	Category:Schlettstadter_Stra%C3%9Fe_(Hamburg)
Q114809272	Category:Schleusenbr%C3%BCcke_(Hamburg)
Q1518034	Category:Schleusengraben_(Bergedorf)
Q11947925	Category:Schleusenkanal
Q20108865	Category:Schlinz
Q55833757	Category:Schlo%C3%9Fm%C3%BChlendamm
Q114809273	Category:Schlo%C3%9Fstra%C3%9Fe_(Hamburg)
Q2240259	Category:Schloss_Bergedorf
Q2243628	Category:Schloss_Stillhorn
Q2244736	Category:Schlosswerft
Q106605901	Category:Schluchtweg_(Hamburg)
Q2246310	Category:Schmidt_Theater
Q68898062	Category:Schmidts_Tivoli
Q114809275	Category:Schmiedestra%C3%9Fe_(Hamburg)
Q106605903	Category:Schmilinskystra%C3%9Fe_(Hamburg)
Q106605904	Category:Schmuggelstieg_(Langenhorner_Seite)
Q1971309	Category:Schnaakenmoor
Q114809276	Category:Schnackenburgallee
Q98545570	Category:Schnelsener_Moorgraben
Q15837708	Category:Schnitger_organ_in_St._Pankratius_(Hamburg-Ochsenwerder)
Q2030180	Category:Schnitger_organ_in_St._Pankratiuskirche_(Hamburg-Neuenfelde)
Q106605905	Category:Schnuckendrift_(Hamburg)
Q19964124	Category:Schokoladenfabrik_Wendenstra%C3%9Fe
Q18630587	Category:Schopenstehl
Q114809278	Category:Schorchtstra%C3%9Fe_(Hamburg)
Q106605907	Category:Schottm%C3%BCllerstra%C3%9Fe_(Hamburg)
Q106605908	Category:Schottweg_(Hamburg)
Q1653113	Category:Schr%C3%B6derstift,_Hamburg
Q114809279	Category:Schr%C3%B6derstiftstra%C3%9Fe
Q114809281	Category:Schr%C3%B6derstiftweg
Q114809285	Category:Schr%C3%B6dersweg_(Hamburg)
Q106605909	Category:Schrammsweg_(Hamburg)
Q114809286	Category:Schubackstra%C3%9Fe
Q114258652	Category:Schulberg_(Hamburg)
Q114244665	Category:Schulberg_6_(Hamburg)
Q106605910	Category:Schulbergredder
Q106714154	Category:Schule_%C3%96jendorfer_Damm
Q106830168	Category:Schule_Ahrensburger_Weg
Q105728688	Category:Schule_Ahrensburger_Weg_30
Q83181694	Category:Schule_Alsterdorfer_Stra%C3%9Fe
Q79775811	Category:Schule_Alsterpalais
Q104533988	Category:Schule_Alsterredder
Q101843230	Category:Schule_Altengamme-Deich
Q84313176	Category:Schule_Alter_Teichweg
Q77411846	Category:Schule_Altonaer_Stra%C3%9Fe
Q106574696	Category:Schule_am_Baakenhafen
Q110627878	Category:Schule_Am_Brink
Q83797487	Category:Schule_am_Eichtalpark
Q114332183	Category:Schule_am_Hannoverschen_Bahnhof
Q108900941	Category:Schule_Am_Johannisland
Q105734960	Category:Schule_am_Park_Mitte_Altona
Q100690409	Category:Schule_am_See_(Hamburg)
Q105886437	Category:Schule_Am_Soldatenfriedhof
Q106600402	Category:Schule_Am_Sooren
Q107938369	Category:Schule_An_den_Teichwiesen
Q91318675	Category:Schule_an_der_Burgweide
Q87994993	Category:Schule_An_der_Gartenstadt
Q97012345	Category:Schule_An_der_Glinder_Au
Q86218157	Category:Schule_An_der_Isebek
Q68196879	Category:Schule_An_der_Seebek
Q105856349	Category:Schule_An_der_Twiete
Q105687133	Category:Schule_Anckelmannstra%C3%9Fe
Q106765638	Category:Schule_Angerstra%C3%9Fe_11
Q106758686	Category:Schule_Angerstra%C3%9Fe_33
Q108486639	Category:Schule_Angerstra%C3%9Fe_4
Q106766943	Category:Schule_Angerstra%C3%9Fe_7
Q88885510	Category:Schule_Anna-Susanna-Stieg
Q91021583	Category:Schule_Appelhoff
Q98119872	Category:Schule_Archenholzstra%C3%9Fe
Q108460429	Category:Schule_Armgartstra%C3%9Fe
Q88769171	Category:Schule_Arnkielstra%C3%9Fe
Q106091467	Category:Schule_Arp-Schnitger-Stieg
Q66382940	Category:Schule_auf_der_Uhlenhorst
Q84411414	Category:Schule_auf_der_Veddel
Q106043392	Category:Schule_B%C3%B6ttcherkamp
Q90500071	Category:Schule_Baererstra%C3%9Fe
Q1912003	Category:Schule_Bahrenfelder_Steindamm
Q85515286	Category:Schule_Bahrenfelder_Stra%C3%9Fe
Q83852784	Category:Schule_Ballerstaedtweg
Q91078364	Category:Schule_Bandwirkerstra%C3%9Fe
Q111127803	Category:Schule_Barlachstra%C3%9Fe_(Hamburg)
Q83261633	Category:Schule_Barmbeker_Stra%C3%9Fe
Q106189395	Category:Schule_Bekassinenau
Q106684054	Category:Schule_Bekkamp
Q103918825	Category:Schule_Beltgens_Garten
Q83847350	Category:Schule_Benzenbergweg
Q106653464	Category:Schule_Bergstedter_Alte_Landstra%C3%9Fe
Q101422124	Category:Schule_Berner_Au
Q105079569	Category:Schule_Bernstorffstra%C3%9Fe
Q89885379	Category:Schule_Billbrookdeich
Q110212326	Category:Schule_Billwerder_Stra%C3%9Fe
Q102046697	Category:Schule_Binderstra%C3%9Fe
Q73144455	Category:Schule_Bindfeldweg
Q104161504	Category:Schule_Binnenfeldredder
Q105674959	Category:Schule_Bleickenallee_5
Q102271786	Category:Schule_Bogenstra%C3%9Fe_59
Q98959224	Category:Schule_Bonhoefferstra%C3%9Fe_(Hamburg)
Q100695327	Category:Schule_Borchertring
Q96206898	Category:Schule_Borgweg_(Hamburg)
Q106447857	Category:Schule_Bornheide
Q65983194	Category:Schule_Bovestra%C3%9Fe
Q108105466	Category:Schule_Bramfelder_Dorfplatz
Q66759508	Category:Schule_Brehmweg
Q105675369	Category:Schule_Brekelbaums_Park_10
Q105672529	Category:Schule_Brekelbaums_Park_6
Q106178512	Category:Schule_Brockdorffstra%C3%9Fe_2
Q106601450	Category:Schule_Brockdorffstra%C3%9Fe_64
Q83613574	Category:Schule_Brucknerstra%C3%9Fe_1
Q100862633	Category:Schule_Brucknerstra%C3%9Fe_17
Q96324153	Category:Schule_Budapester_Stra%C3%9Fe_(Hamburg)
Q106493177	Category:Schule_Bunatwiete
Q106229543	Category:Schule_Bundesstra%C3%9Fe_94
Q828746	Category:Schule_Burgstra%C3%9Fe_(Hamburg)
Q73372934	Category:Schule_Burgunderweg
Q105085490	Category:Schule_Carsten-Rehder-Stra%C3%9Fe
Q1610621	Category:Schule_Caspar-Voght-Stra%C3%9Fe
Q106689374	Category:Schule_Charlottenburger_Stra%C3%9Fe_(Hamburg)
Q113840251	Category:Schule_Curschmannstra%C3%9Fe
Q74353135	Category:Schule_D%C3%B6hrnstra%C3%9Fe
Q96050422	Category:Schule_Daimlerstra%C3%9Fe_(Hamburg)
Q106594361	Category:Schule_Deepenhorn
Q107177097	Category:Schule_Dempwolffstra%C3%9Fe
Q84562355	Category:Schule_Denksteinweg
Q107358495	Category:Schule_Durchdeich
Q107926004	Category:Schule_Duvenstedter_Markt
Q72714858	Category:Schule_Eberhofweg
Q104218816	Category:Schule_Eckerkoppel
Q90788455	Category:Schule_Eckernf%C3%B6rder_Stra%C3%9Fe_(Hamburg)
Q80439526	Category:Schule_Eduardstra%C3%9Fe_(Hamburg)
Q68301160	Category:Schule_Edwin-Scharff-Ring
Q113452723	Category:Schule_Eenstock
Q65966927	Category:Schule_Ehestorfer_Weg
Q114057362	Category:Schule_Eilbektal
Q107214961	Category:Schule_Elfenwiese
Q102225456	Category:Schule_Elversweg
Q108441185	Category:Schule_Enckeplatz
Q84044645	Category:Schule_Erikastra%C3%9Fe_(Hamburg)
Q107292980	Category:Schule_Ernst-Bergeest-Weg
Q2250964	Category:Schule_Ernst-Henning-Stra%C3%9Fe
Q101243139	Category:Schule_Eschenweg_(Hamburg)
Q106434751	Category:Schule_Estebogen
Q107008746	Category:Schule_Eulenkamp
Q107711128	Category:Schule_Eulenkrugstra%C3%9Fe
Q89194014	Category:Schule_F%C3%A4hrstra%C3%9Fe_(Hamburg)
Q113453212	Category:Schule_Fabriciusstra%C3%9Fe
Q102350327	Category:Schule_Fahrenkr%C3%B6n
Q94940977	Category:Schule_Fahrenort
Q108922262	Category:Schule_Fischbeker_Moor
Q108117975	Category:Schule_Flughafenstra%C3%9Fe
Q108732863	Category:Schule_Flurstra%C3%9Fe_(Hamburg)
Q29015734	Category:Schule_Foorthkamp_36
Q96240424	Category:Schule_Foorthkamp_42
Q66086082	Category:Schule_Forsmannstra%C3%9Fe
Q102809670	Category:Schule_Francoper_Stra%C3%9Fe
Q96768845	Category:Schule_Franzosenkoppel
Q106974451	Category:Schule_Friedastra%C3%9Fe
Q105762318	Category:Schule_Friedrich-Frank-Bogen
Q96323882	Category:Schule_Friedrichstra%C3%9Fe_(Hamburg)
Q89565071	Category:Schule_Frohmestra%C3%9Fe
Q98842754	Category:Schule_Fuchsbergredder
Q65884118	Category:Schule_Furtweg
Q107136547	Category:Schule_G%C3%B6hlbachtal
Q66771579	Category:Schule_Genslerstra%C3%9Fe
Q108429115	Category:Schule_Gl%C3%BCckst%C3%A4dter_Weg
Q96142416	Category:Schule_Goosacker
Q66828871	Category:Schule_Gr%C3%BCtzm%C3%BChlenweg
Q104776433	Category:Schule_Grabenstra%C3%9Fe_(Hamburg)
Q109622645	Category:Schule_Gramkowweg
Q101086209	Category:Schule_Grellkamp
Q103868580	Category:Schule_Gro%C3%9Flohering
Q100695339	Category:Schule_Gropiusring
Q106013290	Category:Schule_Grotefendweg
Q108199820	Category:Schule_Grumbrechtstra%C3%9Fe
Q106380967	Category:Schule_Gustav-Falke-Stra%C3%9Fe
Q106631187	Category:Schule_H%C3%BCbbesweg
Q106345762	Category:Schule_H%C3%BCllenkamp
Q106020440	Category:Schule_Hammer_Stra%C3%9Fe
Q108295286	Category:Schule_Hanhoopsfeld
Q98543042	Category:Schule_Hartsprung
Q106311750	Category:Schule_Hasenweg_(Hamburg)
Q66424316	Category:Schule_Hasselbrook
Q111129847	Category:Schule_Hastedtstra%C3%9Fe
Q108899692	Category:Schule_Hausbrucher_Bahnhofstra%C3%9Fe
Q99769241	Category:Schule_Hauskoppelstieg
Q66619165	Category:Schule_Hegholt
Q89758812	Category:Schule_Heidacker
Q105808497	Category:Schule_Heidhorst
Q108921122	Category:Schule_Heidrand_(Hamburg)
Q105957285	Category:Schule_Heidst%C3%BCcken
Q113452573	Category:Schule_Heinrich-Helbing-Stra%C3%9Fe
Q106871411	Category:Schule_Hemmingstedter_Weg
Q98813571	Category:Schule_Hermannstal
Q101438840	Category:Schule_Hermelinweg
Q105339076	Category:Schule_Hinrichsenstra%C3%9Fe
Q70079885	Category:Schule_Hinsbleek
Q80192323	Category:Schule_Hinter_der_Lieth
Q95995949	Category:Schule_Hirtenweg
Q89423737	Category:Schule_Hohe_Landwehr
Q106611695	Category:Schule_Hohnerkamp
Q98688077	Category:Schule_Horner_Weg_89
Q84316381	Category:Schule_Humboldtstra%C3%9Fe_(Hamburg)
Q105658745	Category:Schule_Humboldtstra%C3%9Fe_89_(Hamburg)
Q106155065	Category:Schule_Imstedt
